Name,Price,Cuisine Category,City,Region,Cuisine Types,Rating Types,Rating
Kitchen One Fast Food,300,Fast Food,Ajmer,Adarsh Nagar,Quick Bites,Average,3.2
Hotel Atlantica,300,"North Indian,Fast Food",Ajmer,Kotra,Fine Dining,Average,3.2
Chilli Charly Food Point,150,Fast Food,Ajmer,Panchsheel Nagar,Food Truck,Average,3.3
RJ-01AC  Family  Restaurant and Fast Food,250,"Fast Food,Sandwich,Hot dogs,Pizza,North Indian,Chinese,Rajasthani,Kebab",Ajmer,Panchsheel Nagar,Casual Dining,Average,3.4
Shri Devnarayan Sweets,100,"Indian,Mithai",Ajmer,Adarsh Nagar,Sweet Shop,Average,3.2
Dine In Peace,350,North Indian,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Shree Ram Namkeen,200,Bakery,Ajmer,Ana Sagar Lake,Bakery,Average,3.4
Anmol Fast Food Corner,100,Fast Food,Ajmer,Adarsh Nagar,Quick Bites,Average,3.2
Cafe CSM,300,"South Indian,Fast Food,Italian,North Indian,Chinese,Coffee",Ajmer,Panchsheel Nagar,Food Court,Average,3.3
Chandumal Gagumal  Restaurant and Sweet store,150,"Bakery,Mithai,North Indian",Ajmer,Railway Quarters,Fine Dining,Average,3.2
Brown Bake,350,"Mexican,Beverages,Fast Food,Cafe,Italian,North Indian,Chinese,Bakery",Ajmer,Kotra,Cafe,Average,3.4
New In Town,150,Fast Food,Ajmer,Ana Sagar Lake,Others,Average,3.2
The Box Office Cafe & Restro,350,"Cafe,North Indian",Ajmer,Ana Sagar Lake,Cafe,Good,3.6
Hot-Shots,200,"Chinese,Fast Food",Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Jacob Fast Food,300,Fast Food,Ajmer,Ram Ganj,Quick Bites,Average,3.4
Farmer's Fresh,100,Fast Food,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Sunny Di hatti ( A unit of kitchen queen pooja),100,North Indian,Ajmer,Railway Quarters,Casual Dining,Average,3.4
Tiffin Centre,350,North Indian,Ajmer,Kotra,Others,Average,3.2
Shri Mahadev's,100,Street Food,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Om Ice Cream,100,Ice Cream,Ajmer,Kotra,Dessert Parlor,Good,3.5
Friend's Cafe,100,Fast Food,Ajmer,Ram Ganj,Quick Bites,Average,3.4
Foodies Multi Cuisine Restaurant,200,"North Indian,Chinese",Ajmer,Panchsheel Nagar,Quick Bites,Average,3.4
Maha Rani Tiffin Centre,200,Rajasthani,Ajmer,Ana Sagar Lake,Others,Average,3.2
Tejasvini Foods,300,"North Indian,Chinese",Ajmer,Kundan Nagar,Quick Bites,Average,3.4
Sadda Adda,348,North Indian,Ajmer,Ana Sagar Lake,Others,Average,3.2
Gangaram Amarcchand Halwai,250,"Mithai,North Indian",Ajmer,Railway Quarters,Others,Average,3.2
JMD Fast Food,100,"Fast Food,Chinese",Ajmer,Dhola Bhata Colony,Quick Bites,Average,3.4
Malgudi Day's,150,North Indian,Ajmer,Panchsheel Nagar,Quick Bites,Good,3.6
Lassi Shop,150,"Fast Food,Beverages",Ajmer,Hathi Khera,Quick Bites,Good,3.5
Goyal Fast Food,200,"Fast Food,Pizza,Chinese",Ajmer,Ram Ganj,Quick Bites,Good,3.7
Chawla's,300,North Indian,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.3
